"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"16","DESKTOP-CV71TUK","System.Byte[]","1236","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'64', '\??\C:\Users\Justin\AppData\Local\Microsoft\Windows\UsrClass.dat', '1768', '200'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:53:06 PM","12/6/2023 11:53:06 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-CV71TUK","System.Byte[]","1235","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'30', '\??\C:\Users\Justin\ntuser.dat', '2065', '116'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:53:06 PM","12/6/2023 11:53:06 PM","NT AUTHORITY\SYSTEM",,
"7001","DESKTOP-CV71TUK","System.Byte[]","1234","(1101)","1101","Information","User Logon Notification for Customer Experience Improvement Program","Microsoft-Windows-Winlogon","System.String[]","7001","12/6/2023 11:53:06 PM","12/6/2023 11:53:06 PM","NT AUTHORITY\SYSTEM",,
"7040","DESKTOP-CV71TUK","System.Byte[]","1233","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","1073748864","12/6/2023 11:52:56 PM","12/6/2023 11:52:56 PM","NT AUTHORITY\SYSTEM",,
"7026","DESKTOP-CV71TUK","System.Byte[]","1232","(0)","0","Information","The following boot-start or system-start driver(s) did not load: 
dam","Service Control Manager","System.String[]","3221232498","12/6/2023 11:52:35 PM","12/6/2023 11:52:35 PM",,,
"51046","DESKTOP-CV71TUK","System.Byte[]","1231","(4)","4","Information","DHCPv6 client service is started","Microsoft-Windows-DHCPv6-Client","System.String[]","51046","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\LOCAL SERVICE",,
"50103","DESKTOP-CV71TUK","System.Byte[]","1230","(4)","4","Information","DHCPv4 client registered for shutdown notification","Microsoft-Windows-Dhcp-Client","System.String[]","50103","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\LOCAL SERVICE",,
"50036","DESKTOP-CV71TUK","System.Byte[]","1229","(4)","4","Information","DHCPv4 client service is started","Microsoft-Windows-Dhcp-Client","System.String[]","50036","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\LOCAL SERVICE",,
"6","DESKTOP-CV71TUK","System.Byte[]","1228","(0)","0","Information","File System Filter 'storqosflt' (10.0, 2004-08-10T11:55:11.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1227","(0)","0","Information","File System Filter 'CldFlt' (10.0, 2063-01-20T09:09:30.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\SYSTEM",,
"1","DESKTOP-CV71TUK","System.Byte[]","1226","(0)","0","Information","File System Filter 'CldFlt' (Version 10.0, 2063-01-20T09:09:30.000000000Z) unloaded successfully.","Microsoft-Windows-FilterManager","System.String[]","1","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1225","(0)","0","Information","File System Filter 'CldFlt' (10.0, 2063-01-20T09:09:30.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1224","(0)","0","Information","File System Filter 'luafv' (10.0, 2004-12-24T22:21:01.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1223","(0)","0","Information","File System Filter 'wcifs' (10.0, 2020-10-01T01:39:06.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-CV71TUK","System.Byte[]","1222","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'54', '\??\C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT', '620', '34'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-CV71TUK","System.Byte[]","1221","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'31', '\SystemRoot\System32\Config\BBI', '61', '13'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-CV71TUK","System.Byte[]","1220","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'56', '\??\C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT', '662', '35'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:52:33 PM","12/6/2023 11:52:33 PM","NT AUTHORITY\SYSTEM",,
"16983","DESKTOP-CV71TUK","System.Byte[]","1219","(0)","0","Information","The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
","Microsoft-Windows-Directory-Services-SAM","System.String[]","16983","12/6/2023 11:52:33 PM","12/6/2023 11:52:33 PM","NT AUTHORITY\SYSTEM",,
"16977","DESKTOP-CV71TUK","System.Byte[]","1218","(0)","0","Information","The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
","Microsoft-Windows-Directory-Services-SAM","System.String[]","16977","12/6/2023 11:52:33 PM","12/6/2023 11:52:33 PM","NT AUTHORITY\SYSTEM",,
"16962","DESKTOP-CV71TUK","System.Byte[]","1217","(0)","0","Information","Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.","Microsoft-Windows-Directory-Services-SAM","System.String[]","16962","12/6/2023 11:52:33 PM","12/6/2023 11:52:33 PM","NT AUTHORITY\SYSTEM",,
"14","DESKTOP-CV71TUK","System.Byte[]","1216","(0)","0","Information","Credential Guard configuration: 0, 0","Microsoft-Windows-Wininit","System.String[]","14","12/6/2023 11:52:33 PM","12/6/2023 11:52:33 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-CV71TUK","System.Byte[]","1215","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'32', '\Device\HarddiskVolume1\Boot\BCD', '77', '5'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:52:33 PM","12/6/2023 11:52:33 PM","NT AUTHORITY\SYSTEM",,
"15","DESKTOP-CV71TUK","System.Byte[]","1214","(0)","0","Information","The description for Event ID '15' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'36', '\SystemRoot\System32\Config\SOFTWARE', '77352960', '77336576'","Microsoft-Windows-Kernel-General","System.String[]","15","12/6/2023 11:52:33 PM","12/6/2023 11:52:33 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-CV71TUK","System.Byte[]","1213","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'36', '\SystemRoot\System32\Config\SECURITY', '106', '6'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"32","DESKTOP-CV71TUK","System.Byte[]","1212","(0)","0","Information","Intel(R) 82574L Gigabit Network Connection

Network link has been established at 1Gbps full duplex.
","e1iexpress","System.String[]","1610874912","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM",,,
"16","DESKTOP-CV71TUK","System.Byte[]","1211","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'35', '\SystemRoot\System32\Config\DEFAULT', '319', '38'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-CV71TUK","System.Byte[]","1210","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'31', '\SystemRoot\System32\Config\SAM', '83', '7'","Microsoft-Windows-Kernel-General","System.String[]","16","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"55","DESKTOP-CV71TUK","System.Byte[]","1209","(47)","47","Information","Hyper-V logical processor 1 exposes the following power management capabilities:

Idle state type: 1 (1 state(s))

Performance state type: 0
Nominal Frequency (MHz): 2592
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100","Microsoft-Windows-Kernel-Processor-Power","System.String[]","55","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"55","DESKTOP-CV71TUK","System.Byte[]","1208","(47)","47","Information","Hyper-V logical processor 0 exposes the following power management capabilities:

Idle state type: 1 (1 state(s))

Performance state type: 0
Nominal Frequency (MHz): 2592
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100","Microsoft-Windows-Kernel-Processor-Power","System.String[]","55","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"172","DESKTOP-CV71TUK","System.Byte[]","1207","(203)","203","Information","The description for Event ID '172' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'2', '6'","Microsoft-Windows-Kernel-Power","System.String[]","172","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"41","DESKTOP-CV71TUK","System.Byte[]","1206","(63)","63","0","The description for Event ID '41' in Source 'Microsoft-Windows-Kernel-Power' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', '0x0', '0x0', '0x0', '0x0', '0', '0', '0', '0', 'false', '0', '0', 'false', '0'","Microsoft-Windows-Kernel-Power","System.String[]","41","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"98","DESKTOP-CV71TUK","System.Byte[]","1205","(0)","0","Information","The description for Event ID '98' in Source 'Microsoft-Windows-Ntfs' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'\\?\Volume{2397ad7a-0000-0000-0000-100000000000}', '\Device\HarddiskVolume1', '0'","Microsoft-Windows-Ntfs","System.String[]","98","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1204","(0)","0","Information","File System Filter 'npsvctrig' (10.0, 2037-02-23T01:11:04.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1203","(0)","0","Information","File System Filter 'FileCrypt' (10.0, 2034-08-13T09:30:12.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:30 PM","12/6/2023 11:52:30 PM","NT AUTHORITY\SYSTEM",,
"98","DESKTOP-CV71TUK","System.Byte[]","1202","(0)","0","Information","The description for Event ID '98' in Source 'Microsoft-Windows-Ntfs' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'C:', '\Device\HarddiskVolume2', '0'","Microsoft-Windows-Ntfs","System.String[]","98","12/6/2023 11:52:29 PM","12/6/2023 11:52:29 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1201","(0)","0","Information","File System Filter 'WdFilter' (10.0, 2086-05-12T21:12:26.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:29 PM","12/6/2023 11:52:29 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1200","(0)","0","Information","File System Filter 'Wof' (10.0, 1973-05-23T16:50:49.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:29 PM","12/6/2023 11:52:29 PM","NT AUTHORITY\SYSTEM",,
"6","DESKTOP-CV71TUK","System.Byte[]","1199","(0)","0","Information","File System Filter 'FileInfo' (10.0, 2041-01-31T02:18:31.000000000Z) has successfully loaded and registered with Filter Manager.","Microsoft-Windows-FilterManager","System.String[]","6","12/6/2023 11:52:29 PM","12/6/2023 11:52:29 PM","NT AUTHORITY\SYSTEM",,
"3","DESKTOP-CV71TUK","System.Byte[]","1198","(0)","0","Information","VMCI: Using capabilities (0xc).
","vmci","System.String[]","1074266115","12/6/2023 11:52:27 PM","12/6/2023 11:52:27 PM",,,
"20","DESKTOP-CV71TUK","System.Byte[]","1197","(6)","6","Information","The description for Event ID '20' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', 'true', '0', '0'","Microsoft-Windows-Kernel-General","System.String[]","20","12/6/2023 11:52:26 PM","12/6/2023 11:52:26 PM","NT AUTHORITY\SYSTEM",,
"32","DESKTOP-CV71TUK","System.Byte[]","1196","(58)","58","Information","The description for Event ID '32' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0'","Microsoft-Windows-Kernel-Boot","System.String[]","32","12/6/2023 11:52:26 PM","12/6/2023 11:52:26 PM","NT AUTHORITY\SYSTEM",,
"18","DESKTOP-CV71TUK","System.Byte[]","1195","(57)","57","Information","The description for Event ID '18' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'1'","Microsoft-Windows-Kernel-Boot","System.String[]","18","12/6/2023 11:52:26 PM","12/6/2023 11:52:26 PM","NT AUTHORITY\SYSTEM",,
"27","DESKTOP-CV71TUK","System.Byte[]","1194","(33)","33","Information","The description for Event ID '27' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', ' NOEXECUTE=OPTIN'","Microsoft-Windows-Kernel-Boot","System.String[]","27","12/6/2023 11:52:26 PM","12/6/2023 11:52:26 PM","NT AUTHORITY\SYSTEM",,
"25","DESKTOP-CV71TUK","System.Byte[]","1193","(32)","32","Information","The description for Event ID '25' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'1'","Microsoft-Windows-Kernel-Boot","System.String[]","25","12/6/2023 11:52:26 PM","12/6/2023 11:52:26 PM","NT AUTHORITY\SYSTEM",,
"20","DESKTOP-CV71TUK","System.Byte[]","1192","(31)","31","Information","The description for Event ID '20' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'false', 'true', '12', '2'","Microsoft-Windows-Kernel-Boot","System.String[]","20","12/6/2023 11:52:26 PM","12/6/2023 11:52:26 PM","NT AUTHORITY\SYSTEM",,
"153","DESKTOP-CV71TUK","System.Byte[]","1191","(62)","62","Information","The description for Event ID '153' in Source 'Microsoft-Windows-Kernel-Boot' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'0', '0', '0'","Microsoft-Windows-Kernel-Boot","System.String[]","153","12/6/2023 11:52:26 PM","12/6/2023 11:52:26 PM","NT AUTHORITY\SYSTEM",,
"12","DESKTOP-CV71TUK","System.Byte[]","1190","(1)","1","Information","The description for Event ID '12' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'10', '0', '17763', '3046', '0', '0', '2023-12-07T04:52:25.500000000Z'","Microsoft-Windows-Kernel-General","System.String[]","12","12/6/2023 11:52:26 PM","12/6/2023 11:52:26 PM","NT AUTHORITY\SYSTEM",,
"6013","DESKTOP-CV71TUK","System.Byte[]","1189","(0)","0","Information","The system uptime is 8 seconds.","EventLog","System.String[]","2147489661","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM",,,
"6005","DESKTOP-CV71TUK","System.Byte[]","1188","(0)","0","Information","The Event log service was started.","EventLog","System.String[]","2147489653","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM",,,
"6009","DESKTOP-CV71TUK","System.Byte[]","1187","(0)","0","Information","Microsoft (R) Windows (R) 10.00. 17763  Multiprocessor Free.","EventLog","System.String[]","2147489657","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM",,,
"6008","DESKTOP-CV71TUK","System.Byte[]","1186","(0)","0","Error","The previous system shutdown at 10:19:22 PM on ?12/?5/?2023 was unexpected.","EventLog","System.String[]","2147489656","12/6/2023 11:52:34 PM","12/6/2023 11:52:34 PM",,,
"7040","DESKTOP-CV71TUK","System.Byte[]","1185","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","12/5/2023 8:57:17 PM","12/5/2023 8:57:17 PM","NT AUTHORITY\SYSTEM",,
"7040","DESKTOP-CV71TUK","System.Byte[]","1184","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","1073748864","12/5/2023 8:55:07 PM","12/5/2023 8:55:07 PM","NT AUTHORITY\SYSTEM",,
"1","DESKTOP-CV71TUK","System.Byte[]","1183","(5)","5","Information","Possible detection of CVE: 2023-12-05T23:29:08.168000000Z
Additional Information: 2023-12-05T22:47:14.802397800Z

This Event is generated when an attempt to exploit a known vulnerability (2023-12-05T23:29:08.168000000Z) is detected.
This Event is raised by a User mode process.
","Microsoft-Windows-Kernel-General","System.String[]","1","12/5/2023 6:29:08 PM","12/5/2023 6:29:08 PM","NT AUTHORITY\SYSTEM",,
