"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"1003","DESKTOP-CV71TUK","System.Byte[]","605","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","12/2/2023 11:41:56 PM","12/2/2023 11:41:56 PM",,,
"12288","DESKTOP-CV71TUK","System.Byte[]","604","(0)","0","Information","The client has sent an activation request to the key management service machine.
Info:
0xC0020017, 0x00000000, promethium.champlain.edu:1688, 2b489812-d541-4258-93cb-91a8acb959da, 2023/12/03 04:41, 1, 5, 0, 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 25","Software Protection Platform Service","System.String[]","1073754112","12/2/2023 11:41:55 PM","12/2/2023 11:41:55 PM",,,
"0","DESKTOP-CV71TUK","System.Byte[]","603","(0)","0","Information","The description for Event ID '0' in Source 'gupdate' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Service stopped'","gupdate","System.String[]","0","12/2/2023 11:41:47 PM","12/2/2023 11:41:47 PM",,,
"12288","DESKTOP-CV71TUK","System.Byte[]","602","(0)","0","Information","The client has sent an activation request to the key management service machine.
Info:
0xC0020017, 0x00000000, promethium.champlain.edu:1688, 2b489812-d541-4258-93cb-91a8acb959da, 2023/12/03 04:41, 1, 5, 0, 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 25","Software Protection Platform Service","System.String[]","1073754112","12/2/2023 11:41:34 PM","12/2/2023 11:41:34 PM",,,
"12288","DESKTOP-CV71TUK","System.Byte[]","601","(0)","0","Information","The client has sent an activation request to the key management service machine.
Info:
0xC0020017, 0x00000000, promethium.champlain.edu:1688, 2b489812-d541-4258-93cb-91a8acb959da, 2023/12/03 04:41, 1, 5, 0, 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 25","Software Protection Platform Service","System.String[]","1073754112","12/2/2023 11:41:31 PM","12/2/2023 11:41:31 PM",,,
"16394","DESKTOP-CV71TUK","System.Byte[]","600","(0)","0","Information","Offline downlevel migration succeeded.","Software Protection Platform Service","System.String[]","3221241866","12/2/2023 11:41:08 PM","12/2/2023 11:41:08 PM",,,
"16384","DESKTOP-CV71TUK","System.Byte[]","599","(0)","0","Information","Successfully scheduled Software Protection service for re-start at 2023-11-10T20:12:41Z. Reason: RulesEngine.","Software Protection Platform Service","System.String[]","1073758208","11/9/2023 9:45:41 PM","11/9/2023 9:45:41 PM",,,
"15","DESKTOP-CV71TUK","System.Byte[]","598","(0)","0","Information","Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.","SecurityCenter","System.String[]","15","11/9/2023 9:45:32 PM","11/9/2023 9:45:32 PM",,,
"15","DESKTOP-CV71TUK","System.Byte[]","597","(0)","0","Information","Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.","SecurityCenter","System.String[]","15","11/9/2023 9:45:32 PM","11/9/2023 9:45:32 PM",,,
"16394","DESKTOP-CV71TUK","System.Byte[]","596","(0)","0","Information","Offline downlevel migration succeeded.","Software Protection Platform Service","System.String[]","3221241866","11/9/2023 9:44:57 PM","11/9/2023 9:44:57 PM",,,
"0","DESKTOP-CV71TUK","System.Byte[]","595","(0)","0","Information","The description for Event ID '0' in Source 'gupdate' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Service stopped'","gupdate","System.String[]","0","11/9/2023 8:58:29 PM","11/9/2023 8:58:29 PM",,,
"16384","DESKTOP-CV71TUK","System.Byte[]","594","(0)","0","Information","Successfully scheduled Software Protection service for re-start at 2023-11-10T20:13:26Z. Reason: RulesEngine.","Software Protection Platform Service","System.String[]","1073758208","11/9/2023 8:57:26 PM","11/9/2023 8:57:26 PM",,,
"16394","DESKTOP-CV71TUK","System.Byte[]","593","(0)","0","Information","Offline downlevel migration succeeded.","Software Protection Platform Service","System.String[]","3221241866","11/9/2023 8:56:54 PM","11/9/2023 8:56:54 PM",,,
"16384","DESKTOP-CV71TUK","System.Byte[]","592","(0)","0","Information","Successfully scheduled Software Protection service for re-start at 2023-11-10T20:12:48Z. Reason: RulesEngine.","Software Protection Platform Service","System.String[]","1073758208","11/9/2023 3:14:48 PM","11/9/2023 3:14:48 PM",,,
"8198","DESKTOP-CV71TUK","System.Byte[]","591","(0)","0","Error","License Activation (slui.exe) failed with the following error code:
hr=0xC004F074
Command-line arguments:
RuleId=eeba1977-569e-4571-b639-7623d8bfecc0;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee;NotificationInterval=1440;Trigger=NetworkAvailable","Software Protection Platform Service","System.String[]","3221233670","11/9/2023 3:14:18 PM","11/9/2023 3:14:18 PM",,,
"1003","DESKTOP-CV71TUK","System.Byte[]","590","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","11/9/2023 3:14:18 PM","11/9/2023 3:14:18 PM",,,
"1003","DESKTOP-CV71TUK","System.Byte[]","589","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","11/9/2023 3:14:18 PM","11/9/2023 3:14:18 PM",,,
"12288","DESKTOP-CV71TUK","System.Byte[]","588","(0)","0","Information","The client has sent an activation request to the key management service machine.
Info:
0xC0020017, 0x00000000, promethium.champlain.edu:1688, 2b489812-d541-4258-93cb-91a8acb959da, 2023/11/09 20:13, 1, 5, 0, 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 25","Software Protection Platform Service","System.String[]","1073754112","11/9/2023 3:14:18 PM","11/9/2023 3:14:18 PM",,,
"12288","DESKTOP-CV71TUK","System.Byte[]","587","(0)","0","Information","The client has sent an activation request to the key management service machine.
Info:
0xC0020017, 0x00000000, promethium.champlain.edu:1688, 2b489812-d541-4258-93cb-91a8acb959da, 2023/11/09 20:13, 1, 5, 0, 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 25","Software Protection Platform Service","System.String[]","1073754112","11/9/2023 3:13:55 PM","11/9/2023 3:13:55 PM",,,
"16394","DESKTOP-CV71TUK","System.Byte[]","586","(0)","0","Information","Offline downlevel migration succeeded.","Software Protection Platform Service","System.String[]","3221241866","11/9/2023 3:13:31 PM","11/9/2023 3:13:31 PM",,,
"0","DESKTOP-CV71TUK","System.Byte[]","585","(0)","0","Information","The description for Event ID '0' in Source 'gupdate' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Service stopped'","gupdate","System.String[]","0","11/9/2023 2:54:44 PM","11/9/2023 2:54:44 PM",,,
"0","DESKTOP-CV71TUK","System.Byte[]","584","(0)","0","Information","The description for Event ID '0' in Source 'gupdate' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Service stopped'","gupdate","System.String[]","0","11/9/2023 2:48:59 PM","11/9/2023 2:48:59 PM",,,
"16384","DESKTOP-CV71TUK","System.Byte[]","583","(0)","0","Information","Successfully scheduled Software Protection service for re-start at 2023-11-10T19:47:31Z. Reason: RulesEngine.","Software Protection Platform Service","System.String[]","1073758208","11/9/2023 2:48:31 PM","11/9/2023 2:48:31 PM",,,
"8198","DESKTOP-CV71TUK","System.Byte[]","582","(0)","0","Error","License Activation (slui.exe) failed with the following error code:
hr=0xC004F074
Command-line arguments:
RuleId=eeba1977-569e-4571-b639-7623d8bfecc0;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee;NotificationInterval=1440;Trigger=UserLogon;SessionId=2","Software Protection Platform Service","System.String[]","3221233670","11/9/2023 2:48:01 PM","11/9/2023 2:48:01 PM",,,
"1003","DESKTOP-CV71TUK","System.Byte[]","581","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","11/9/2023 2:48:01 PM","11/9/2023 2:48:01 PM",,,
"1003","DESKTOP-CV71TUK","System.Byte[]","580","(0)","0","Information","The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0724cb7d-3437-4cb7-93cb-830375d0079d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 135c4b88-f555-4779-abf6-4c1365d279b6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 30a42c86-b7a0-4a34-8c90-ff177cb2acb7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
5: 60b3ec1b-9545-4921-821f-311b129dd6f6, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 632ffa10-3b75-4180-aed9-4e799a44563b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 7a802526-4c94-4bd1-ba14-835a1aca2120, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 90da7373-1c51-430b-bf26-c97e9c5cdc31, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 97348f2f-bebc-4653-a4bd-18a895d316d9, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: d06934ee-5448-4fd1-964a-cd077618aa06, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: d552befb-48cc-4327-8f39-47d2d94f987c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: ed655016-a9e8-4434-95d9-4345352c2552, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

","Software Protection Platform Service","System.String[]","1073742827","11/9/2023 2:48:01 PM","11/9/2023 2:48:01 PM",,,
"12288","DESKTOP-CV71TUK","System.Byte[]","579","(0)","0","Information","The client has sent an activation request to the key management service machine.
Info:
0xC0020017, 0x00000000, promethium.champlain.edu:1688, 2b489812-d541-4258-93cb-91a8acb959da, 2023/11/09 19:47, 1, 5, 0, 32d2fab3-e4a8-42c2-923b-4bf4fd13e6ee, 25","Software Protection Platform Service","System.String[]","1073754112","11/9/2023 2:48:00 PM","11/9/2023 2:48:00 PM",,,
"4111","DESKTOP-CV71TUK","System.Byte[]","578","(0)","0","Information","Successful auto update of third-party root list with effective date: ?Wednesday, ?July ?19, ?2023 7:10:38 PM.","Microsoft-Windows-CAPI2","System.String[]","4111","11/9/2023 2:47:54 PM","11/9/2023 2:47:54 PM",,,
"4109","DESKTOP-CV71TUK","System.Byte[]","577","(0)","0","Information","Successful auto property update of third-party root certificate:: Subject: <CN=VeriSign Class 3 Public Primary Certification Authority - G5, OU=""(c) 2006 VeriSign, Inc. - For authorized use only"", OU=VeriSign Trust Network, O=""VeriSign, Inc."", C=US> Sha1 thumbprint: <4EB6D578499B1CCF5F581EAD56BE3D9B6744A5E5>.","Microsoft-Windows-CAPI2","System.String[]","4109","11/9/2023 2:47:54 PM","11/9/2023 2:47:54 PM",,,
"4109","DESKTOP-CV71TUK","System.Byte[]","576","(0)","0","Information","Successful auto property update of third-party root certificate:: Subject: <CN=DST Root CA X3, O=Digital Signature Trust Co.> Sha1 thumbprint: <DAC9024F54D8F6DF94935FB1732638CA6AD77C13>.","Microsoft-Windows-CAPI2","System.String[]","4109","11/9/2023 2:47:54 PM","11/9/2023 2:47:54 PM",,,
"16394","DESKTOP-CV71TUK","System.Byte[]","575","(0)","0","Information","Offline downlevel migration succeeded.","Software Protection Platform Service","System.String[]","3221241866","11/9/2023 2:47:35 PM","11/9/2023 2:47:35 PM",,,
"6000","DESKTOP-CV71TUK","System.Byte[]","574","(0)","0","Information","The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.","Wlclntfy","System.String[]","2147489648","11/9/2023 2:47:33 PM","11/9/2023 2:47:33 PM",,,
"5","DESKTOP-CV71TUK","System.Byte[]","573","(0)","0","Information","Windows Search Service has created default configuration for new user 'DESKTOP-CV71TUK\Justin' .","Windows Search Service Profile Notification","System.String[]","1073741829","11/9/2023 2:47:32 PM","11/9/2023 2:47:32 PM",,,
"6003","DESKTOP-CV71TUK","System.Byte[]","572","(0)","0","Information","The winlogon notification subscriber <SessionEnv> was unavailable to handle a critical notification event.","Wlclntfy","System.String[]","2147489651","11/9/2023 2:47:32 PM","11/9/2023 2:47:32 PM",,,
"9027","DESKTOP-CV71TUK","System.Byte[]","571","(0)","0","Information","The Desktop Window Manager has registered the session port.","Desktop Window Manager","System.String[]","1073750851","11/9/2023 2:47:24 PM","11/9/2023 2:47:24 PM",,,
"6000","DESKTOP-CV71TUK","System.Byte[]","570","(0)","0","Information","The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.","Wlclntfy","System.String[]","2147489648","11/9/2023 2:47:24 PM","11/9/2023 2:47:24 PM",,,
"6000","DESKTOP-CV71TUK","System.Byte[]","569","(0)","0","Information","The winlogon notification subscriber <WSearch> was unavailable to handle a notification event.","Wlclntfy","System.String[]","2147489648","11/9/2023 2:47:24 PM","11/9/2023 2:47:24 PM",,,
"8224","DESKTOP-CV71TUK","System.Byte[]","568","(0)","0","Information","The VSS service is shutting down due to idle timeout.
","VSS","System.String[]","8224","11/9/2023 2:46:35 PM","11/9/2023 2:46:35 PM",,,
"903","DESKTOP-CV71TUK","System.Byte[]","567","(0)","0","0","The Software Protection service has stopped.
","Software Protection Platform Service","System.String[]","1073742727","11/9/2023 2:46:18 PM","11/9/2023 2:46:18 PM",,,
"16384","DESKTOP-CV71TUK","System.Byte[]","566","(0)","0","Information","Successfully scheduled Software Protection service for re-start at 2023-11-10T19:44:18Z. Reason: RulesEngine.","Software Protection Platform Service","System.String[]","1073758208","11/9/2023 2:46:18 PM","11/9/2023 2:46:18 PM",,,
"0","DESKTOP-CV71TUK","System.Byte[]","565","(0)","0","Information","The description for Event ID '0' in Source 'gupdate' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Service stopped'","gupdate","System.String[]","0","11/9/2023 2:46:06 PM","11/9/2023 2:46:06 PM",,,
"15","DESKTOP-CV71TUK","System.Byte[]","564","(0)","0","Information","Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.","SecurityCenter","System.String[]","15","11/9/2023 2:45:36 PM","11/9/2023 2:45:36 PM",,,
"16","DESKTOP-CV71TUK","System.Byte[]","563","(0)","0","Error","Error while updating Windows Defender status to SECURITY_PRODUCT_STATE_ON.","SecurityCenter","System.String[]","3221225488","11/9/2023 2:45:36 PM","11/9/2023 2:45:36 PM",,,
"15","DESKTOP-CV71TUK","System.Byte[]","562","(0)","0","Information","Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.","SecurityCenter","System.String[]","15","11/9/2023 2:45:36 PM","11/9/2023 2:45:36 PM",,,
"16","DESKTOP-CV71TUK","System.Byte[]","561","(0)","0","Error","Error while updating Windows Defender status to SECURITY_PRODUCT_STATE_ON.","SecurityCenter","System.String[]","3221225488","11/9/2023 2:45:36 PM","11/9/2023 2:45:36 PM",,,
"1","DESKTOP-CV71TUK","System.Byte[]","560","(0)","0","Information","The Windows Security Center Service has started.","SecurityCenter","System.String[]","1","11/9/2023 2:45:33 PM","11/9/2023 2:45:33 PM",,,
"0","DESKTOP-CV71TUK","System.Byte[]","559","(0)","0","Information","The description for Event ID '0' in Source 'gupdate' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Service stopped'","gupdate","System.String[]","0","11/9/2023 2:45:33 PM","11/9/2023 2:45:33 PM",,,
